Player_Age,Player_Weight,Player_Height,Previous_Injuries,Training_Intensity,Recovery_Time,Likelihood_of_Injury
19,79.8005958,165.8237607,yes,0.110603599,4_Days,no
30,61.34537978,185.998593,no,0.035590231,3_Days,yes
25,76.89847836,178.5391318,yes,0.994330303,2_Days,no
19,80.76758066,174.0707347,yes,0.232728349,6_Days,yes
37,93.61805784,172.6301382,no,0.053830525,2_Days,no
18,64.23309831,173.015112,yes,0.189875329,6_Days,no
22,71.50387813,181.1255072,no,0.038957846,5_Days,yes
26,77.61662973,184.4503586,yes,0.391810895,2_Days,yes
34,86.4740933,159.0789277,yes,0.802401784,3_Days,no
26,71.95776119,194.1283406,yes,0.34124445,6_Days,yes
28,86.98641372,193.4170076,no,0.444183407,2_Days,yes
32,55.62637684,156.6934524,yes,0.675586774,4_Days,yes
23,62.46651807,190.859267,no,0.50889407,6_Days,no
20,78.48644344,190.5521885,yes,0.861445686,6_Days,yes
34,60.89175502,180.0044549,no,0.866035675,2_Days,yes
22,63.25529473,167.0283138,no,0.009910695,5_Days,no
29,69.72223136,190.1522809,no,0.778046306,2_Days,yes
35,82.71438992,177.5876893,yes,0.4607336,3_Days,yes
31,56.04035159,185.4887884,no,0.988840541,3_Days,no
38,76.70298362,202.1920127,yes,0.483232076,6_Days,no
28,85.32963947,182.5183675,no,0.986895945,6_Days,yes
26,73.05054792,170.8311531,no,0.754569361,2_Days,yes
19,71.3116977,176.6426901,no,0.248604885,3_Days,no
29,79.01771283,172.1055464,no,0.538394979,3_Days,no
20,73.07888947,184.3348972,yes,0.992135639,5_Days,yes
20,88.90499781,171.9393244,no,0.857530608,4_Days,yes
18,63.88586988,175.2714858,no,0.097366894,5_Days,yes
25,74.48355845,167.1556963,yes,0.706371997,1_Day,no
39,77.05686375,178.6791299,no,0.345579586,5_Days,yes
25,71.21545948,181.7675479,no,0.006982262,2_Days,no
28,46.28717337,153.1521195,no,0.403480969,4_Days,no
26,73.39095092,182.5957356,no,0.234754422,2_Days,no
22,84.00176987,179.5429977,yes,0.818869271,1_Day,yes
31,82.78109186,172.3500805,yes,0.337330609,4_Days,yes
20,78.54778482,200.2862892,no,0.827523694,6_Days,yes
38,64.02137642,189.5847653,yes,0.000597939,3_Days,no
22,78.95309462,169.0359751,yes,0.30781915,5_Days,yes
22,69.26562178,188.3823688,no,0.241165214,2_Days,no
36,78.53482906,192.4449808,yes,0.233567361,1_Day,no
31,76.21505011,181.3202092,no,0.06818662,3_Days,no
21,65.23624729,183.6144204,yes,0.18712427,5_Days,no
30,66.07544161,183.3834667,yes,0.55554957,3_Days,no
27,78.55022454,159.1418414,yes,0.291361073,5_Days,no
35,72.78886905,178.131304,no,0.417394782,6_Days,yes
25,66.59718569,177.6108716,yes,0.37686688,4_Days,no
25,65.7716981,194.3015564,no,0.875904925,3_Days,yes
24,71.96169152,183.3372786,no,0.905298999,3_Days,no
25,90.68104795,177.0238904,yes,0.492956972,3_Days,yes
31,69.73921968,179.0987526,no,0.33015595,4_Days,yes
36,74.85980462,190.2338558,yes,0.106800704,1_Day,yes
23,76.01644288,178.1541534,no,0.953402879,5_Days,yes
18,63.68973609,173.0180447,no,0.060226945,6_Days,no
32,57.37167516,177.2429781,yes,0.297650278,3_Days,no
18,64.73359265,189.4069614,yes,0.298066201,4_Days,no
34,77.47077378,184.9616491,yes,0.320401286,1_Day,no
18,75.87331058,180.4426797,yes,0.164286843,5_Days,yes
32,82.02406569,181.915393,no,0.783161431,4_Days,yes
19,75.96749895,174.4025753,no,0.122497862,6_Days,yes
31,73.90450709,178.060506,no,0.634906659,6_Days,no
38,68.95987725,173.3669568,yes,0.123846027,5_Days,yes
25,83.8460679,177.0522072,no,0.070535638,3_Days,no
25,65.80819861,193.4617826,yes,0.909429504,6_Days,yes
36,63.89600483,169.2212819,no,0.190128766,1_Day,yes
24,80.67055517,173.1128233,yes,0.821250155,4_Days,yes
36,61.66842689,167.4570114,no,0.544630871,1_Day,yes
23,99.14790999,165.2909124,no,0.07785652,3_Days,yes
23,75.79993381,178.1322809,yes,0.955448191,1_Day,no
20,78.47906116,173.8239082,no,0.246961167,1_Day,yes
24,66.91580175,197.6168893,yes,0.859645345,2_Days,no
36,71.84735156,177.1715345,no,0.168810006,1_Day,no
